ctime,relname,pid,mode,granted
1415137515.10786,customer,44521,RowExclusiveLock,t
1415137515.10786,customer,44521,ExclusiveLock,t
1415137515.10786,lineitem,44522,RowExclusiveLock,t
1415137515.10786,orders,44525,RowExclusiveLock,t
1415137515.10786,part,44520,RowExclusiveLock,t
1415137515.10786,partsupp,44524,RowExclusiveLock,t
1415137515.10786,pg_locks,44555,AccessShareLock,t
1415137515.10786,pg_stat_activity,44551,AccessShareLock,t
1415137515.10786,pg_stat_all_indexes,44552,AccessShareLock,t
1415137515.10786,pg_stat_all_tables,44554,AccessShareLock,t
1415137515.10786,pg_stat_database,44553,AccessShareLock,t
1415137515.10786,pg_statio_all_indexes,44552,AccessShareLock,t
1415137515.10786,pg_statio_all_tables,44554,AccessShareLock,t
1415137515.10786,supplier,44519,RowExclusiveLock,t
1415137575.10776,lineitem,44522,RowExclusiveLock,t
1415137575.10776,orders,44613,ShareLock,t
1415137575.10776,orders,44613,AccessExclusiveLock,t
1415137575.10776,orders,44615,ShareLock,f
1415137575.10776,orders,44616,ShareLock,f
1415137575.10776,pg_locks,44625,AccessShareLock,t
1415137575.10776,pg_stat_activity,44627,AccessShareLock,t
1415137575.10776,pg_stat_all_indexes,44626,AccessShareLock,t
1415137575.10776,pg_stat_all_tables,44628,AccessShareLock,t
1415137575.10776,pg_stat_database,44629,AccessShareLock,t
1415137575.10776,pg_statio_all_indexes,44626,AccessShareLock,t
1415137575.10776,pg_statio_all_tables,44628,AccessShareLock,t
1415137635.11298,lineitem,44522,RowExclusiveLock,t
1415137635.11298,pg_locks,44654,AccessShareLock,t
1415137635.11298,pg_stat_activity,44657,AccessShareLock,t
1415137635.11298,pg_stat_all_indexes,44655,AccessShareLock,t
1415137635.11298,pg_stat_database,44656,AccessShareLock,t
1415137635.11298,pg_statio_all_indexes,44655,AccessShareLock,t
1415137635.11298,pg_statio_all_tables,44658,AccessShareLock,t
1415137695.11961,lineitem,44522,RowExclusiveLock,t
1415137695.11961,pg_locks,44686,AccessShareLock,t
1415137695.11961,pg_stat_activity,44682,AccessShareLock,t
1415137695.11961,pg_stat_all_indexes,44685,AccessShareLock,t
1415137695.11961,pg_stat_all_tables,44683,AccessShareLock,t
1415137695.11961,pg_stat_database,44684,AccessShareLock,t
1415137695.11961,pg_statio_all_indexes,44685,AccessShareLock,t
1415137695.11961,pg_statio_all_tables,44683,AccessShareLock,t
1415137755.12026,lineitem,44522,RowExclusiveLock,t
1415137755.12026,pg_locks,44710,AccessShareLock,t
1415137755.12026,pg_stat_activity,44711,AccessShareLock,t
1415137755.12026,pg_stat_all_indexes,44714,AccessShareLock,t
1415137755.12026,pg_stat_database,44713,AccessShareLock,t
1415137755.12026,pg_statio_all_tables,44712,AccessShareLock,t
1415137815.12371,lineitem,44734,ShareLock,f
1415137815.12371,lineitem,44733,ShareLock,t
1415137815.12371,lineitem,44740,ShareLock,f
1415137815.12371,lineitem,44736,ShareLock,f
1415137815.12371,lineitem,44737,ShareLock,t
1415137815.12371,lineitem,44738,AccessExclusiveLock,f
1415137815.12371,lineitem,44735,ShareLock,f
1415137815.12371,lineitem,44739,ShareLock,f
1415137815.12371,pg_locks,44756,AccessShareLock,t
1415137815.12371,pg_stat_activity,44758,AccessShareLock,t
1415137815.12371,pg_stat_all_indexes,44757,AccessShareLock,t
1415137815.12371,pg_stat_database,44759,AccessShareLock,t
1415137815.12371,pg_statio_all_indexes,44757,AccessShareLock,t
1415137875.12866,lineitem,44734,ShareLock,f
1415137875.12866,lineitem,44735,ShareLock,f
1415137875.12866,lineitem,44739,ShareLock,f
1415137875.12866,lineitem,44740,ShareLock,f
1415137875.12866,lineitem,44736,ShareLock,f
1415137875.12866,lineitem,44737,ShareLock,t
1415137875.12866,lineitem,44738,AccessExclusiveLock,f
1415137875.12866,pg_locks,44783,AccessShareLock,t
1415137875.12866,pg_stat_activity,44786,AccessShareLock,t
1415137875.12866,pg_stat_all_indexes,44785,AccessShareLock,t
1415137875.12866,pg_stat_all_tables,44784,AccessShareLock,t
1415137875.12866,pg_stat_database,44787,AccessShareLock,t
1415137875.12866,pg_statio_all_indexes,44785,AccessShareLock,t
1415137875.12866,pg_statio_all_tables,44784,AccessShareLock,t
1415137935.13337,lineitem,44734,ShareLock,f
1415137935.13337,lineitem,44735,ShareLock,f
1415137935.13337,lineitem,44739,ShareLock,f
1415137935.13337,lineitem,44740,ShareLock,f
1415137935.13337,lineitem,44736,ShareLock,f
1415137935.13337,lineitem,44738,AccessExclusiveLock,t
1415137935.13337,lineitem,44738,ShareLock,t
1415137935.13337,pg_locks,44813,AccessShareLock,t
1415137935.13337,pg_stat_activity,44812,AccessShareLock,t
1415137935.13337,pg_stat_all_indexes,44814,AccessShareLock,t
1415137935.13337,pg_stat_all_tables,44811,AccessShareLock,t
1415137935.13337,pg_stat_database,44810,AccessShareLock,t
1415137935.13337,pg_statio_all_indexes,44814,AccessShareLock,t
1415137935.13337,pg_statio_all_tables,44811,AccessShareLock,t
1415137995.13159,lineitem,44735,ShareLock,t
1415137995.13159,lineitem,44736,ShareLock,t
1415137995.13159,lineitem,44734,ShareLock,t
1415137995.13159,pg_locks,44837,AccessShareLock,t
1415137995.13159,pg_stat_activity,44838,AccessShareLock,t
1415137995.13159,pg_stat_all_indexes,44839,AccessShareLock,t
1415138055.14369,lineitem,44735,ShareLock,t
1415138055.14369,lineitem,44736,ShareLock,t
1415138055.14369,pg_locks,44864,AccessShareLock,t
1415138055.14369,pg_stat_activity,44866,AccessShareLock,t
1415138055.14369,pg_stat_all_indexes,44865,AccessShareLock,t
1415138055.14369,pg_statio_all_indexes,44865,AccessShareLock,t
1415138115.14274,lineitem,44735,ShareLock,t
1415138115.14274,pg_locks,44900,AccessShareLock,t
1415138115.14274,pg_stat_activity,44899,AccessShareLock,t
1415138115.14274,pg_stat_all_indexes,44901,AccessShareLock,t
1415138115.14274,pg_stat_all_tables,44902,AccessShareLock,t
1415138115.14274,pg_stat_database,44903,AccessShareLock,t
1415138115.14274,pg_statio_all_indexes,44901,AccessShareLock,t
1415138115.14274,pg_statio_all_tables,44902,AccessShareLock,t
1415138175.14368,lineitem,44735,ShareLock,t
1415138175.14368,pg_locks,44926,AccessShareLock,t
1415138175.14368,pg_stat_activity,44927,AccessShareLock,t
1415138175.14368,pg_stat_database,44928,AccessShareLock,t
1415138175.14368,pg_statio_all_tables,44929,AccessShareLock,t
1415138235.14814,lineitem,44735,ShareLock,t
1415138235.14814,pg_locks,44953,AccessShareLock,t
1415138235.14814,pg_stat_activity,44954,AccessShareLock,t
1415138235.14814,pg_stat_database,44956,AccessShareLock,t
1415138235.14814,pg_statio_all_tables,44955,AccessShareLock,t
